Date,Gold_Close/Last,Gold_Volume,Gold_Open,Gold_High,Gold_Low,Silver_Close/Last,Silver_Volume,Silver_Open,Silver_High,Silver_Low
7/26/18,1235.3,99096,1240.8,1244.6,1231.3,15.438,104,15.57,15.57,15.375
7/27/18,1232.7,150903,1231.4,1236.5,1226.3,15.493,58272,15.4,15.57,15.345
7/30/18,1231.5,178604,1231.1,1234.1,1227.8,15.537,41163,15.46,15.565,15.415
7/31/18,1233.6,287649,1230.5,1237.8,1222.6,15.559,73478,15.51,15.635,15.38
8/1/18,1227.6,210076,1232.7,1233.7,1224.4,15.452,57394,15.535,15.56,15.39
8/2/18,1210.6,411,1214.7,1219.3,1205.8,15.329,63,15.375,15.375,15.26
8/3/18,1223.2,272386,1216,1228.5,1212.5,15.462,72018,15.31,15.575,15.25
8/6/18,1208.6,297,1214.4,1214.4,1206.6,15.292,1,15.292,15.292,15.292
8/7/18,1218.3,199691,1215.8,1224.3,1215.6,15.373,60061,15.305,15.505,15.305
8/8/18,1221,255706,1218.7,1223.8,1213.6,15.432,56643,15.38,15.47,15.29
8/9/18,1219.9,225166,1222,1225.6,1218.4,15.462,62503,15.44,15.525,15.38
8/10/18,1219,317657,1220,1224.9,1213.1,15.295,80405,15.46,15.465,15.29
8/13/18,1198.9,363069,1218.4,1221.4,1198.6,14.982,101363,15.3,15.345,14.97
8/14/18,1193,92,1193.1,1197.5,1192.8,15.025,2,15.025,15.025,15.025
8/15/18,1185,364039,1201.5,1202,1180,14.454,136741,15.06,15.07,14.345
8/16/18,1184,353666,1183,1189,1167.1,14.713,109950,14.455,14.825,14.315
8/17/18,1184.2,246695,1180.7,1192,1178.5,14.631,74433,14.635,14.8,14.575
8/20/18,1194.6,199964,1190.4,1197.7,1189.6,14.67,70791,14.725,14.83,14.625
8/21/18,1200,211149,1197.3,1204.3,1194.3,14.766,68459,14.735,14.83,14.7
8/22/18,1203.3,227367,1203,1208.4,1199.2,14.85,40161,14.86,14.965,14.77
8/23/18,1194,226193,1202.8,1203.4,1190.2,14.642,32098,14.845,14.845,14.555
8/24/18,1213.3,286519,1191.6,1215.4,1189.5,14.901,40337,14.575,14.96,14.555
8/27/18,1216,205140,1214.5,1218.8,1209.3,14.972,34909,14.935,14.995,14.82
8/28/18,1207.4,136,1209.7,1217,1202.3,14.767,1,14.82,14.82,14.82
8/29/18,1211.5,235721,1206.6,1213.7,1206.6,14.81,60288,14.775,14.845,14.71
8/30/18,1205,276369,1212.6,1214,1202.1,14.594,76533,14.78,14.825,14.545
8/31/18,1206.7,117750,1206.3,1209.7,1201.2,14.557,29608,14.575,14.59,14.43
9/4/18,1199.1,402704,1207,1209.7,1195.1,14.18,134186,14.54,14.59,14.035
9/5/18,1201.3,203575,1197.2,1204.2,1196.4,14.22,64308,14.19,14.265,14.125
9/6/18,1204.3,278851,1202.5,1212.7,1200.5,14.181,71208,14.22,14.34,14.13
9/7/18,1200.4,272324,1205.6,1209,1198.7,14.17,77327,14.19,14.29,14.105
9/10/18,1199.8,207244,1200.7,1203.8,1196.2,14.181,52654,14.16,14.285,14.11
9/11/18,1202.2,253326,1200.4,1204.8,1192.7,14.153,79279,14.2,14.265,13.965
9/12/18,1210.9,292275,1203.5,1213.9,1197.6,14.293,83186,14.16,14.315,14.105
9/13/18,1208.2,295658,1212.4,1218,1205,14.244,81486,14.295,14.39,14.19
9/14/18,1201.1,276004,1206.6,1213.8,1197.7,14.142,63768,14.215,14.315,14.07
9/17/18,1205.8,205761,1199.8,1209.7,1197.5,14.223,55974,14.095,14.285,14.065
9/18/18,1202.9,223080,1206.4,1208.2,1200.3,14.185,68175,14.23,14.265,14.105
9/19/18,1202.2,N/A,1202.2,1202.2,1202.2,14.189,438,14.21,14.215,14.21
9/20/18,1211.3,232693,1208.8,1213.2,1205.1,14.305,84729,14.285,14.385,14.21
9/21/18,1201.3,333369,1212.1,1215.8,1196,14.359,102098,14.35,14.465,14.18
9/24/18,1204.4,207122,1204,1208.8,1198.6,14.341,65301,14.325,14.42,14.22
9/25/18,1205.1,192109,1203.1,1207.9,1201.3,14.493,94182,14.295,14.595,14.25
9/26/18,1199.1,330481,1205.5,1206.9,1194.6,14.401,86774,14.5,14.545,14.34
9/27/18,1182.3,4947,1194.6,1197.3,1180.5,14.201,138,14.32,14.385,14.12
9/28/18,1196.2,300928,1186.8,1198,1184.3,14.712,113071,14.27,14.755,14.255
10/1/18,1191.7,213617,1196.1,1196.5,1188.1,14.507,83354,14.725,14.725,14.395
10/2/18,1207,350240,1192.7,1212.3,1192.2,14.693,100747,14.535,14.95,14.47
10/3/18,1202.9,246832,1207,1212.3,1200.4,14.67,65545,14.73,14.855,14.65
10/4/18,1201.6,280314,1201.4,1210.7,1199.6,14.59,74785,14.665,14.805,14.56
10/5/18,1205.6,250219,1203.7,1209.8,1200.9,14.649,59279,14.62,14.75,14.54
10/8/18,1184.4,250,1201,1201,1183.7,14.259,2,14.215,14.24,14.215
10/9/18,1191.5,236941,1192.2,1195.8,1186.6,14.4,62856,14.42,14.47,14.285
10/10/18,1193.4,243118,1192.7,1198.6,1188.5,14.326,59693,14.42,14.455,14.255
10/11/18,1227.6,503085,1197.9,1230,1194.7,14.606,95661,14.335,14.65,14.275
10/12/18,1222,309392,1227.7,1228.1,1219.3,14.635,68828,14.62,14.735,14.54
10/15/18,1226.4,136,1222.4,1232.3,1222.4,14.656,1,14.665,14.665,14.665
10/16/18,1231,233393,1230.5,1235.9,1226.3,14.701,65724,14.725,14.88,14.64
10/17/18,1227.4,228207,1228,1232.9,1223.7,14.663,57992,14.675,14.76,14.615
10/18/18,1230.1,239133,1225.5,1233.6,1221.7,14.604,74765,14.625,14.68,14.47
10/19/18,1228.7,188648,1228.6,1234.1,1226.2,14.65,56131,14.6,14.74,14.58
10/22/18,1224.6,180132,1230.5,1232.6,1222.8,14.587,54171,14.65,14.715,14.54
10/23/18,1236.8,276325,1225.1,1243,1224.5,14.793,82876,14.585,14.84,14.54
10/24/18,1231.1,204289,1233.8,1238,1228.3,14.676,63221,14.775,14.83,14.66
10/25/18,1232.4,252780,1236.6,1242,1230.5,14.63,68594,14.72,14.8,14.61
10/26/18,1235.8,304896,1234.7,1246,1232.5,14.7,83353,14.66,14.795,14.595
10/29/18,1227.6,225204,1236.4,1237.6,1226.1,14.442,90289,14.72,14.78,14.405
10/30/18,1225.3,218624,1231.9,1232.5,1221.4,14.462,73227,14.47,14.53,14.375
10/31/18,1215,231855,1224.7,1225,1213.4,14.282,75808,14.48,14.49,14.24
11/1/18,1238.6,293251,1216.6,1239.3,1216.1,14.777,116133,14.26,14.83,14.255
11/2/18,1233.3,249587,1235.3,1238.4,1231.3,14.756,104111,14.78,14.92,14.655
11/5/18,1232.3,157253,1234.5,1236.8,1228.4,14.647,65947,14.74,14.775,14.595
11/6/18,1226.3,188660,1233.4,1237.8,1224.9,14.5,67589,14.66,14.715,14.48
11/7/18,1228.7,252072,1228.9,1238.4,1224.2,14.569,78894,14.54,14.73,14.475
11/8/18,1225.1,229614,1227.7,1228.5,1220.8,14.423,87235,14.57,14.575,14.365
11/9/18,1208.6,306462,1224.3,1224.6,1207.2,14.14,110451,14.42,14.425,14.08
11/12/18,1201.3,1,1201.6,1201.6,1201.6,13.974,2,14.1,14.1,13.995
11/13/18,1199.2,5,1196.3,1201.3,1196.3,13.952,9,14,14.015,13.945
11/14/18,1210.1,268788,1202.8,1217.2,1198.1,14.08,88767,13.97,14.17,13.86
11/15/18,1215,234966,1211.8,1217,1207.1,14.263,77895,14.1,14.325,14.07
11/16/18,1223,237367,1214.4,1226,1213.7,14.382,76506,14.27,14.4,14.215
11/19/18,1225.3,189907,1222.6,1226.5,1218.5,14.403,61338,14.4,14.42,14.325
11/20/18,1221.2,245888,1224.6,1229.5,1220.3,14.269,99999,14.41,14.475,14.205
11/21/18,1225.8,N/A,1225.8,1225.8,1225.8,14.48,1,14.45,14.45,14.45
11/23/18,1223.2,234908,1227.8,1229.7,1220.3,14.367,35565,14.61,14.645,14.285
11/26/18,1228.7,141646,1230.4,1234.5,1228,14.343,43956,14.42,14.545,14.32
11/27/18,1219.9,132694,1228.5,1231.7,1217.8,14.221,40275,14.335,14.405,14.185
11/28/18,1229.8,199518,1220.9,1233.8,1216.8,14.455,59331,14.24,14.49,14.205
11/29/18,1230.4,229628,1227.1,1234.9,1226.7,14.402,75545,14.42,14.47,14.34
11/30/18,1226,158763,1229.9,1231.1,1221.8,14.217,75357,14.375,14.41,14.115
12/3/18,1239.6,233816,1227.8,1240.4,1226.6,14.499,94303,14.335,14.645,14.28
12/4/18,1246.6,214514,1236.3,1247.5,1235.8,14.64,74494,14.5,14.745,14.46
12/5/18,1242.6,104283,1244.6,1244.8,1238.7,14.582,30711,14.605,14.62,14.49
12/6/18,1243.6,238860,1243,1249.9,1240,14.509,63572,14.585,14.59,14.415
12/7/18,1252.6,215414,1243.1,1255.8,1242.6,14.696,62234,14.55,14.735,14.51
12/10/18,1249.4,190957,1255.6,1256.6,1246.9,14.605,51848,14.735,14.735,14.565
12/11/18,1247.2,176025,1249.8,1255.1,1245.8,14.628,71602,14.63,14.82,14.605
12/12/18,1250,144462,1248.3,1252.6,1247.1,14.851,62439,14.65,14.895,14.63
12/13/18,1247.4,148496,1250.7,1251.7,1244.4,14.855,48523,14.86,14.9,14.765
12/14/18,1241.4,183625,1246.2,1247.3,1236.5,14.637,63952,14.83,14.85,14.56
12/17/18,1251.8,156508,1242.8,1252.2,1239.4,14.759,40172,14.655,14.775,14.62
12/18/18,1253.6,164361,1249.7,1254.5,1249,14.701,44392,14.735,14.79,14.68
12/19/18,1256.4,261331,1253.5,1262.2,1245.3,14.818,68396,14.705,14.9,14.615
12/20/18,1267.9,303814,1247,1270.3,1246.2,14.869,74024,14.68,14.915,14.62
12/21/18,1258.1,200024,1263.5,1266.2,1257.1,14.702,51281,14.84,14.86,14.665
12/24/18,1271.8,130455,1260.7,1273.9,1260,14.82,29639,14.735,14.875,14.715
12/26/18,1273,198175,1273.5,1282.3,1267.4,15.123,73071,14.875,15.25,14.78
12/27/18,1281.1,200717,1270.1,1281.6,1269.1,15.31,75751,15.115,15.335,15.005
12/28/18,1283,155354,1278,1284.7,1276.5,15.436,57378,15.295,15.46,15.285
12/31/18,1281.3,108913,1283,1286.5,1279.7,15.54,49552,15.46,15.575,15.39
1/2/19,1284.1,222578,1285,1291,1280.6,15.649,85737,15.55,15.68,15.385
1/3/19,1294.8,229532,1288.5,1296.9,1286.4,15.797,85782,15.63,15.815,15.55
1/4/19,1285.8,299076,1296.5,1300.4,1278.1,15.786,94060,15.805,15.955,15.645
1/7/19,1289.9,197176,1287,1297,1284.1,15.756,52485,15.8,15.88,15.68
1/8/19,1285.9,206439,1289.9,1291.4,1280.2,15.713,61158,15.725,15.745,15.56
1/9/19,1292,232491,1286.1,1295,1280.9,15.735,73226,15.715,15.825,15.63
1/10/19,1287.4,227942,1294.7,1298,1286.7,15.643,60285,15.8,15.83,15.585
1/11/19,1289.5,200393,1287.6,1295.7,1287,15.656,62442,15.625,15.78,15.59
1/14/19,1289.1,7,1292.4,1293.9,1289.9,15.609,38,15.59,15.615,15.59
1/15/19,1288.4,229624,1292.4,1294.8,1286.5,15.62,59871,15.69,15.735,15.575
1/16/19,1293.8,173284,1289.6,1295.4,1287.6,15.638,47307,15.62,15.685,15.52
1/17/19,1292.3,188241,1293.9,1295,1288.3,15.536,52213,15.625,15.645,15.48
1/18/19,1282.6,100826,1280.7,1283,1276,15.399,30561,15.375,15.385,15.205
1/22/19,1283.4,307704,1279.1,1285,1276,15.325,80604,15.28,15.385,15.195
1/23/19,1290.2,60819,1290.8,1292.1,1284,15.38,53973,15.345,15.445,15.275
1/24/19,1285.9,68784,1288.3,1290,1281.5,15.3,46770,15.37,15.405,15.245
1/25/19,1304.2,87878,1286,1309.3,1284.8,15.699,78484,15.32,15.765,15.3
1/28/19,1309.3,122869,1308.5,1309.8,1302.7,15.765,56980,15.755,15.83,15.61
1/29/19,1315.2,171769,1308.5,1317.1,1307.8,15.839,57130,15.755,15.925,15.725
1/30/19,1315.5,262539,1317,1328.6,1313.5,15.927,79262,15.845,16.12,15.825
1/31/19,1325.2,215552,1325.4,1331.1,1322.2,16.072,76945,16.105,16.2,16.005
2/1/19,1322.1,192924,1326,1328.2,1320.6,15.931,67274,16.06,16.08,15.9
2/4/19,1319.3,147699,1322.6,1323.6,1312.7,15.886,59083,15.92,15.935,15.685
2/5/19,1319.2,122758,1316.8,1321,1314.8,15.836,43325,15.88,15.93,15.815
2/6/19,1314.4,133244,1319.4,1319.9,1309.6,15.701,50714,15.84,15.87,15.64
2/7/19,1314.2,159728,1310.9,1315.8,1306.4,15.713,53617,15.66,15.75,15.635
2/8/19,1318.5,131864,1314.3,1319.5,1311.5,15.809,51751,15.74,15.86,15.65
2/11/19,1307,119,1313.4,1313.4,1304.7,15.657,2,15.65,15.65,15.65
2/12/19,1314,144119,1311.6,1318.3,1310,15.69,57636,15.7,15.82,15.65
2/13/19,1310.8,143,1311.6,1316,1308.1,15.624,30,15.71,15.755,15.605
2/14/19,1313.9,219485,1309.6,1317.4,1304.7,15.528,76783,15.555,15.65,15.445
2/15/19,1322.1,91941,1325,1330.8,1323.8,15.743,29695,15.76,15.83,15.735
2/19/19,1344.8,334325,1329.2,1345,1323.8,15.967,111295,15.785,15.98,15.715
2/20/19,1347.9,235291,1343.9,1349.8,1339.8,16.281,40827,16.07,16.295,16.035
2/21/19,1327.8,277389,1341.7,1344.3,1323.3,15.906,40574,16.16,16.175,15.85
2/22/19,1332.8,236737,1325.8,1335.6,1323.8,16.012,31274,15.86,16.035,15.855
2/25/19,1329.5,176322,1331.9,1334.9,1327.3,15.928,33978,15.98,16.06,15.905
2/26/19,1328.5,179292,1329.9,1332.4,1325.5,15.926,37318,15.94,15.99,15.835
2/27/19,1317.7,604,1327.7,1327.9,1316.5,15.672,16847,15.89,15.92,15.645
2/28/19,1316.1,238804,1321.7,1328.9,1314,15.634,62988,15.77,15.86,15.605
3/1/19,1299.2,328780,1315.5,1316.5,1291.3,15.256,96813,15.63,15.665,15.165
3/4/19,1287.5,253631,1294.4,1298.1,1283.8,15.105,85646,15.225,15.295,15.075
3/5/19,1284.7,207640,1287.8,1290.6,1282,15.105,64513,15.115,15.175,15.06
3/6/19,1287.6,187195,1288.8,1291.8,1284.3,15.085,55099,15.15,15.175,15.055
3/7/19,1286.1,246103,1287.3,1289.6,1280.8,15.04,57728,15.1,15.13,14.985
3/8/19,1299.3,270805,1286.7,1301.3,1285.6,15.349,71418,15.055,15.385,15.015
3/11/19,1291.1,187305,1298.2,1299.2,1290.6,15.274,45310,15.32,15.365,15.225
3/12/19,1296.3,1,1294.7,1294.7,1294.7,15.338,23,15.38,15.4,15.38
3/13/19,1309.3,204246,1301.8,1311.6,1300.6,15.456,44770,15.44,15.55,15.435
3/14/19,1293.4,1,1293.4,1293.4,1293.4,15.101,20,15.185,15.185,15.09
3/15/19,1302.9,224685,1295.6,1306.3,1293.7,15.324,55806,15.185,15.39,15.165
3/18/19,1301.5,172561,1302,1306.7,1298,15.322,42811,15.315,15.425,15.22
3/19/19,1306.5,203029,1303.7,1310.8,1302.1,15.372,38490,15.345,15.45,15.32
3/20/19,1300.5,2,1300.7,1300.7,1300.7,15.245,94,15.285,15.29,15.22
3/21/19,1313.6,59829,1318.6,1326.3,1309.1,15.437,69649,15.485,15.65,15.38
3/22/19,1318.7,78716,1315.4,1320.9,1312.8,15.407,52949,15.475,15.55,15.365
3/25/19,1329,83949,1319.7,1330.8,1317,15.567,48347,15.405,15.59,15.385
3/26/19,1321.4,119776,1328.3,1329.3,1318.5,15.429,51552,15.545,15.56,15.39
3/27/19,1316.9,197067,1321.7,1325.2,1313.7,15.298,56770,15.425,15.475,15.255
3/28/19,1295.3,407079,1315,1317.6,1293.3,14.973,80243,15.285,15.315,14.955
3/29/19,1298.5,260381,1295,1304.6,1291.3,15.11,67744,14.99,15.18,14.95
4/1/19,1294.2,229896,1297.2,1301.7,1291,15.099,64063,15.095,15.19,15.03
4/2/19,1295.4,190667,1292.2,1297.1,1289.5,15.061,67858,15.085,15.09,14.905
4/3/19,1295.3,186420,1296.9,1299,1292.7,15.102,58612,15.09,15.16,15
4/4/19,1294.3,250306,1294.4,1298.7,1284.9,15.084,70292,15.09,15.15,14.86
4/5/19,1295.6,227617,1296.5,1297.8,1288.3,15.086,64334,15.115,15.18,15.04
4/8/19,1297.1,63,1292.2,1302.1,1291.8,15.173,N/A,15.173,15.173,15.173
4/9/19,1308.3,196670,1301.6,1310.4,1300.6,15.211,57247,15.22,15.31,15.18
4/10/19,1313.9,212949,1308.2,1314.7,1304.7,15.244,60765,15.185,15.265,15.115
4/11/19,1293.3,311101,1312.4,1313.1,1292.9,14.867,101460,15.19,15.215,14.845
4/12/19,1295.2,185177,1295.8,1299.1,1293.2,14.963,66795,14.92,15.065,14.9
4/15/19,1291.3,222209,1294,1295.2,1285.3,14.975,70278,14.93,14.99,14.795
4/16/19,1277.2,308866,1290.8,1291.7,1275.5,14.915,67750,14.935,14.975,14.83
4/17/19,1276.8,209965,1279.5,1282.1,1275.2,14.939,75075,14.955,15.055,14.88
4/18/19,1276,219695,1276.2,1279.7,1273,15.038,18384,15.02,15.07,14.975
4/22/19,1277.6,133327,1278,1281.9,1275.7,15.058,22270,15.06,15.12,15.035
4/23/19,1273.2,271377,1277,1278.5,1267.9,14.865,35570,15.06,15.08,14.775
4/24/19,1279.4,235966,1274.4,1280.7,1270.5,14.996,31887,14.865,15.035,14.82
4/25/19,1279.7,230543,1277.9,1284.8,1275.2,14.96,33553,14.995,15.06,14.895
4/26/19,1288.8,268033,1279.1,1290.9,1276,15.088,50966,14.955,15.12,14.925
4/29/19,1281.5,199297,1289,1289.1,1279.9,14.933,64407,15.115,15.115,14.905
4/30/19,1282.8,114,1281.7,1283.3,1280.8,14.9,690,14.87,14.96,14.77
5/1/19,1284.2,269944,1285.2,1289.4,1274.5,14.729,81969,14.975,14.985,14.62
5/2/19,1272,273895,1278.5,1279.4,1267.3,14.617,62927,14.69,14.735,14.57
5/3/19,1281.3,269353,1271.6,1283.9,1269,14.978,82935,14.62,14.995,14.6
5/6/19,1283.8,240672,1281.8,1287.4,1278.1,14.927,63448,14.96,14.99,14.77
5/7/19,1285.6,241502,1282.4,1287.3,1279.1,14.926,54542,14.91,14.955,14.81
5/8/19,1281.4,288297,1285.6,1292.8,1280.2,14.862,51790,14.92,14.99,14.835
5/9/19,1285.2,296815,1281.9,1289.2,1280.4,14.773,58045,14.845,14.875,14.705
5/10/19,1287.4,227237,1285,1290.3,1283.9,14.79,44487,14.75,14.85,14.74
5/13/19,1301.8,362480,1288.3,1302.2,1282.4,14.777,62331,14.775,14.815,14.615
5/14/19,1296.3,215009,1300.8,1304.2,1294.3,14.812,46821,14.78,14.865,14.745
5/15/19,1297.8,241040,1298,1301.7,1293.6,14.812,42474,14.8,14.865,14.765
5/16/19,1286.2,256906,1297.7,1299.3,1284.2,14.539,66999,14.79,14.825,14.515
5/17/19,1275.7,255125,1287.2,1289,1274.6,14.388,60527,14.545,14.555,14.38
5/20/19,1277.3,206270,1277.6,1278.8,1273.3,14.445,43352,14.395,14.46,14.355
5/21/19,1273.2,204984,1277.7,1277.7,1269,14.41,44977,14.435,14.46,14.35
5/22/19,1274.2,186404,1274.4,1277.1,1272,14.449,36402,14.42,14.48,14.37
5/23/19,1291,71630,1278.5,1292.5,1277.5,14.613,66955,14.42,14.635,14.4
5/24/19,1289.2,23685,1289.2,1292.6,1288.9,14.555,15132,14.545,14.61,14.54
5/28/19,1282.5,207053,1290.5,1292.6,1280.8,14.32,102194,14.57,14.61,14.265
5/29/19,1286.3,194696,1284.3,1290.3,1283.8,14.411,69962,14.325,14.45,14.32
5/30/19,1287.1,55573,1279.4,1288.3,1273.9,14.46,136,14.355,14.485,14.305
5/31/19,1311.1,322176,1293.2,1311.9,1292.5,14.567,85094,14.49,14.67,14.46
6/3/19,1327.9,347054,1312.5,1333,1310.9,14.74,106724,14.575,14.825,14.565
6/4/19,1323.4,302,1324.3,1328.6,1320.8,14.732,2,14.75,14.75,14.75
6/5/19,1333.6,391880,1330.2,1348.9,1329.3,14.791,127493,14.815,15.04,14.755
6/6/19,1342.7,252464,1336.1,1344.2,1331.3,14.905,76960,14.795,14.995,14.73
6/7/19,1346.1,314048,1339.7,1352.7,1334.3,15.031,97503,14.89,15.15,14.84
6/10/19,1329.3,220533,1341.2,1341.7,1329,14.639,89933,15.005,15.01,14.625
6/11/19,1331.2,204179,1331.8,1333.8,1323.6,14.74,76461,14.685,14.785,14.63
6/12/19,1336.8,226929,1330.6,1342.3,1329.8,14.753,69645,14.725,14.86,14.71
6/13/19,1343.7,197876,1337.8,1347,1335.9,14.892,72054,14.76,14.925,14.72
6/14/19,1344.5,346086,1346.5,1362.2,1341.4,14.803,110922,14.89,15.12,14.775
6/17/19,1342.9,230833,1345.5,1347.1,1336.6,14.829,63520,14.84,14.89,14.755
6/18/19,1350.7,364839,1343.9,1358.5,1342.1,14.993,104597,14.83,15.08,14.8
6/19/19,1348.8,320720,1350.4,1366.6,1344.8,14.958,86503,14.995,15.17,14.905
6/20/19,1396.9,511767,1364.5,1397.7,1361.3,15.492,198449,15.17,15.52,15.12
6/21/19,1400.1,496645,1391.2,1415.4,1386.1,15.37,42848,15.525,15.625,15.235
6/24/19,1418.2,359931,1403.9,1425.1,1403.6,15.461,50783,15.445,15.54,15.37
6/25/19,1418.7,618309,1423.4,1442.9,1415.1,15.383,80978,15.54,15.59,15.34
6/26/19,1411.6,84,1407.2,1413.3,1405.8,15.283,N/A,15.283,15.283,15.283
6/27/19,1412,324556,1412.7,1415.3,1401.4,15.294,73425,15.34,15.355,15.205
6/28/19,1409.7,297964,1413.3,1427.8,1408.6,15.253,54689,15.3,15.385,15.245
7/1/19,1385.6,214,1386.6,1395.8,1382.8,15.106,227,15.17,15.245,15.075
7/2/19,1408,372203,1386.2,1424,1386.2,15.238,70068,15.16,15.365,15.07
7/3/19,1420.9,118832,1421.6,1424.4,1412.7,15.336,16202,15.365,15.37,15.25
7/5/19,1400.1,555564,1418.8,1426.8,1388.6,15.001,105333,15.305,15.37,14.915
7/8/19,1400,303906,1401,1409.9,1393.8,15.05,46461,15.05,15.15,14.985
7/9/19,1400.5,276008,1397.9,1402.4,1387.5,15.147,48296,15.035,15.155,14.965
7/10/19,1412.5,426438,1400,1421.1,1391.8,15.226,72535,15.135,15.315,15.07
7/11/19,1406.7,380765,1421.1,1429.4,1402.7,15.146,59202,15.265,15.345,15.12
7/12/19,1412.2,272092,1406.2,1418.9,1404.5,15.236,47572,15.135,15.27,15.07
7/15/19,1413.5,231266,1417.7,1421.6,1409.3,15.365,66358,15.24,15.43,15.185
7/16/19,1411.2,327180,1416.4,1420,1402.1,15.678,122038,15.415,15.735,15.34
7/17/19,1421.3,6,1404.6,1404.6,1404.6,15.893,85,15.73,15.785,15.73
7/18/19,1428.1,467773,1428.5,1449.7,1415.6,16.198,143200,16.005,16.385,15.96
7/19/19,1426.7,509138,1448.3,1454.4,1421.1,16.195,170948,16.385,16.625,16.08
7/22/19,1426.9,247608,1428.5,1430.8,1423,16.411,95803,16.255,16.455,16.195
7/23/19,1421.7,380116,1426,1431.4,1414.6,16.476,109228,16.38,16.575,16.205
7/24/19,1436.5,65218,1431,1442.9,1429.4,16.626,82837,16.435,16.68,16.35
7/25/19,1427.5,112902,1439.3,1447,1423.9,16.411,118473,16.62,16.685,16.345
7/26/19,1432.2,5,1422.8,1423,1422.8,16.397,25,16.42,16.425,16.42
7/29/19,1433.3,168447,1431.9,1440.8,1427.5,16.44,60486,16.42,16.5,16.36
7/30/19,1441.8,248318,1439.5,1445.7,1434.8,16.558,56688,16.5,16.64,16.425
7/31/19,1437.8,406886,1443.7,1447.8,1422.3,16.405,105069,16.585,16.6,16.215
8/1/19,1432.4,567523,1425.6,1458.2,1412.1,16.18,118667,16.28,16.405,15.935
8/2/19,1457.5,471109,1457.5,1461.9,1442.5,16.27,97890,16.355,16.385,16.03
8/5/19,1464.6,1008,1440.4,1469.7,1440.4,16.345,79,16.15,16.435,16.125
8/6/19,1484.2,375937,1481.1,1486.8,1468.2,16.445,69494,16.44,16.53,16.365
8/7/19,1507.3,824,1473.5,1509.9,1473.2,17.156,89,17.156,17.156,17.156
8/8/19,1509.5,385340,1512.1,1521.3,1501.6,16.936,118840,17.1,17.225,16.81
8/9/19,1508.5,325590,1515.9,1521.1,1506.2,16.931,95119,16.94,17.14,16.86
8/12/19,1517.2,338340,1509.2,1531.5,1498.6,17.071,78813,16.965,17.15,16.8
8/13/19,1514.1,598082,1522.3,1546.1,1488.9,16.985,176903,17.06,17.49,16.51
8/14/19,1527.8,474508,1513,1534.9,1504.5,17.28,112695,16.95,17.305,16.855
8/15/19,1531.2,428618,1526.6,1537.7,1518.3,17.214,94729,17.19,17.37,17.075
8/16/19,1523.6,314597,1533.9,1538.6,1513.9,17.122,70561,17.25,17.315,17.03
8/19/19,1511.6,289329,1523,1523.6,1503.3,16.94,78167,17.125,17.175,16.82
8/20/19,1515.7,240391,1506.3,1518.8,1503,17.148,70667,16.87,17.17,16.83
8/21/19,1515.7,238972,1518.4,1518.4,1506.5,17.29,25283,17.265,17.315,17.115
8/22/19,1497.3,686,1495.1,1495.1,1493.8,17.014,N/A,17.014,17.014,17.014
8/23/19,1537.6,459203,1508.8,1540.3,1503,17.554,52671,17.18,17.605,17.105
8/26/19,1537.2,407500,1545.4,1565,1534.8,17.785,57969,17.65,17.9,17.64
8/27/19,1551.8,334873,1537.3,1554.5,1535.3,18.298,70026,17.78,18.33,17.755
8/28/19,1549.1,342556,1551.8,1556.6,1541.4,18.456,100711,18.295,18.62,18.17
8/29/19,1536.9,439428,1549.4,1559.8,1528.6,18.323,158358,18.45,18.76,18.15
8/30/19,1529.2,320657,1536.9,1541.9,1525.6,18.48,112887,18.365,18.575,18.165
9/3/19,1555.9,541575,1539.2,1558.9,1529.6,19.237,194838,18.595,19.395,18.365
9/4/19,1560.4,404779,1556,1566.2,1542.6,19.547,152048,19.35,19.75,19.28
9/5/19,1525.5,586738,1561.4,1561.9,1514.3,18.807,188785,19.645,19.675,18.57
9/6/19,1506.2,54,1517.3,1526,1504.5,17.968,343,18.63,18.685,17.97
9/9/19,1511.1,312350,1516.4,1523.8,1505.5,18.167,133132,18.215,18.4,18.015
9/10/19,1499.2,390357,1507,1509.1,1492.1,18.186,114183,18.09,18.265,17.855
9/11/19,1503.2,296849,1493.9,1506.2,1492.9,18.17,83299,18.095,18.335,17.97
9/12/19,1507.4,480662,1504.9,1532.2,1496.8,18.177,98022,18.2,18.555,18.085
9/13/19,1490.9,1,1486.9,1486.9,1486.9,17.436,201,18.005,18.005,17.405
9/16/19,1503.1,21,1500,1500.6,1498.5,17.901,40,17.865,17.865,17.865
9/17/19,1513.4,329751,1506.5,1515,1500.9,18.14,86207,17.925,18.17,17.82
9/18/19,1515.8,352179,1509.7,1519.5,1490.7,17.919,99132,18.095,18.12,17.58
9/19/19,1506.2,281865,1502,1512.1,1496.3,17.884,65159,17.845,18.015,17.655
9/20/19,1507.3,2,1503,1503,1503,17.738,53,17.755,17.95,17.74
9/23/19,1531.5,349589,1521.5,1534.4,1517.9,18.711,125832,18.03,18.78,17.99
9/24/19,1532.1,25,1515.1,1533,1515.1,18.517,3,18.52,18.52,18.52
9/25/19,1512.3,462742,1539.8,1542.8,1507.4,18.073,129832,18.68,18.75,17.875
9/26/19,1515.2,367934,1510.9,1519.5,1507.1,17.912,107355,17.99,18.11,17.785
